queue,n,exposure,add,cancel,exec,move,lambda_move,lambda_add,lambda_add_lo,lambda_add_hi,lambda_cancel,lambda_cancel_lo,lambda_cancel_hi,lambda_exec,lambda_exec_lo,lambda_exec_hi,lambda_total
-3,351,17.21403001699946,3.0,8.0,0.0,0.0,0.0,0.17427644758591654,0.035939993266227654,0.5093097352034551,0.4647371935624441,0.20064053410722074,0.9157175399733015,0.0,0.0,0.2142949356118839,0.6390136411483606
-3,355,10.98868588199548,7.0,2.0,0.0,0.0,0.0,0.6370188460359231,0.25611461477218916,1.3125022879517696,0.1820053845816923,0.022041696445324287,0.6574660287233545,0.0,0.0,0.335697961860755,0.8190242306176154
-3,358,1.5009846430039033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.457639704248688,0.0,0.0,2.457639704248688,0.0,0.0,2.457639704248688,0.0
-2,0,17.967218264981057,262.0,0.0,1.0,0.0,0.0,14.5821126084192,12.869700605162251,16.458951417892614,0.0,0.0,0.205311662590738,0.055656918352745034,0.001409111171852098,0.31010050130009775,14.637769526771944
-2,1,266.48898227422615,2153.0,1893.0,520.0,0.0,0.0,8.079133259567522,7.741436946862229,8.427769465972212,7.103483167840834,6.787056356227616,7.4308551068657325,1.9513001834533725,1.7871677116227802,2.1264537701139403,17.13391661086173
-2,2,537.6247150508716,2120.0,2448.0,211.0,0.0,0.0,3.9432710971990925,3.777183748258486,4.114781418294927,4.553362097143103,4.374755981625351,4.737388453889477,0.3924670761834946,0.3412948293012565,0.449147019431101,8.88910027052569
-2,3,857.6702959718023,2332.0,3007.0,121.0,0.0,0.0,2.7189935467657484,2.6097470016333633,2.8316382968200746,3.5060092603450284,3.3818047102575113,3.63360920694084,0.14107985384161903,0.11706432184290352,0.16857242291178465,6.366082660952396
-2,4,1247.562530922769,2581.0,3629.0,96.0,0.0,0.0,2.0688341754628876,1.9897819425259375,2.1502217955786445,2.908872228886021,2.8149927194516886,3.005084715781488,0.07695005069524882,0.0623297881168958,0.09396918238047486,5.0546564550441575
-2,5,1606.9956437373257,2612.0,3978.0,103.0,0.0,0.0,1.625393329583256,1.5636515209126098,1.6889481035779221,2.475426747734377,2.399093132573961,2.553571076373988,0.06409475993379608,0.052316220440582914,0.07773353707202067,4.1649148372514295
-2,6,1720.4276529391354,2820.0,4409.0,65.0,0.0,0.0,1.6391273385907177,1.5791824068905391,1.70076528577287,2.562734906328537,2.4876416749735495,2.6395190156115653,0.03778130390368675,0.029158812719344847,0.04815537327264905,4.239643548822942
-2,7,1740.6936033921738,2575.0,4589.0,48.0,0.0,0.0,1.4792953768440196,1.422704834686947,1.5375597137843338,2.636305430810565,2.5605755530077476,2.713706333334794,0.02757521479165551,0.020331786567443166,0.03656073421428498,4.14317602244624
-2,8,1712.9237380678896,2199.0,4297.0,49.0,0.0,0.0,1.283769937405611,1.2306684634579865,1.3385732620411477,2.5085763624519832,2.4341253937984626,2.584725727453946,0.028606060451512025,0.021162921000626823,0.03781872896804399,3.8209523603091062
-2,9,1683.2022516710276,1938.0,3839.0,53.0,0.0,0.0,1.1513767867622666,1.1006806064459107,1.2038056730344067,2.2807716637669464,2.2091885845730848,2.3540836416618367,0.03148760046357076,0.023586373469346292,0.04118655667218861,3.463636050992784
-2,10,1561.5678497508707,1533.0,3505.0,64.0,0.0,0.0,0.9817056621936547,0.9331723653507432,1.0321083901970443,2.2445390384792954,2.1708401664481523,2.3201019468105013,0.04098445034598428,0.03156302081532911,0.05233622811965774,3.267229151018934
-2,11,1166.7201673860109,1264.0,2977.0,36.0,0.0,0.0,1.0833788901000492,1.0244699669356867,1.144792063066953,2.5515972751802583,2.4607536747834096,2.6449369497504702,0.030855727882596336,0.021610972469779173,0.04271733349814192,3.6658318931629035
-2,12,1074.5722943871224,1041.0,2552.0,42.0,0.0,0.0,0.9687575284022466,0.9107950217984251,1.0294416235832353,2.3748983789457574,2.2836419733251145,2.468866235647902,0.03908531814879381,0.028169259425902104,0.05283199564610978,3.3827412254967975
-2,13,990.7401962599979,959.0,2359.0,26.0,0.0,0.0,0.9679631487853064,0.9076617776573632,1.0312176692911967,2.38104803752298,2.2859233208204968,2.4791144170917176,0.026243005076556795,0.017142802199517547,0.038452082823464614,3.375254191384843
-2,14,898.3491284260235,846.0,2051.0,27.0,0.0,0.0,0.9417274122392224,0.8793299738484738,1.0073839743224733,2.283076740546862,2.18532869804115,2.3840705998279703,0.030055130177847524,0.01980652016988069,0.04372863645339083,3.2548592829639316
-2,15,881.4004736449933,767.0,1832.0,34.0,0.0,0.0,0.8702060220459207,0.8097029118423128,0.9340328268020203,2.078510342096645,1.9844112447215088,2.175919087443087,0.0385749735978635,0.026714290596190467,0.053904659137203506,2.9872913377404293
-2,16,623.7306918480317,646.0,1652.0,12.0,0.0,0.0,1.0357034028355847,0.9573656313539943,1.1187429507763376,2.6485789806259845,2.522385081939049,2.779451712651137,0.019239072498493836,0.009941109504088585,0.03360678786876838,3.7035214559600633
-2,17,611.9084025069751,596.0,1510.0,13.0,0.0,0.0,0.9740019871572302,0.897365126970074,1.055434022732184,2.467689598334593,2.34477879044737,2.5953714341586074,0.021245009786986565,0.01131207295511014,0.03632961375768242,3.46293659527881
-2,18,448.6155368049731,468.0,1255.0,7.0,0.0,0.0,1.043209522641776,0.9508240664683918,1.1421469117787262,2.7974956216141638,2.6448444411196266,2.956659854728209,0.015603561236094937,0.006273440887856177,0.03214929974209153,3.856308705492035
-2,19,450.68552801599435,394.0,1098.0,10.0,0.0,0.0,0.8742237669233909,0.7900219608716161,0.9649563146731361,2.436288568735744,2.294297655171548,2.5847668260649197,0.022188420480289107,0.010640210075621177,0.040805295264251584,3.332700756139424
-2,20,335.85598112503794,327.0,934.0,6.0,0.0,0.0,0.9736316110989821,0.8709511185190842,1.0850898416225594,2.780953898368346,2.605442465823938,2.965178055006913,0.017864800203651048,0.006556066818030237,0.03888414902951122,3.7724503096709796
-2,21,345.1789782879132,305.0,896.0,21.0,0.0,0.0,0.8835995793046239,0.787207469407219,0.9885378159215918,2.595754829694895,2.4285508777417086,2.7714381128141428,0.0608380038209741,0.037659683241873056,0.0929973513861212,3.540192412820493
-2,22,241.3687851808645,307.0,751.0,17.0,0.0,0.0,1.2719126036531863,1.133598925594551,1.422447263002694,3.1114213854838533,2.892841917084754,3.342139444547323,0.07043164254757057,0.04102902727122148,0.11276788253920617,4.45376563168461
