queue,n,cls,exposure,add,cancel,exec,move,lambda_add,lambda_cancel,lambda_exec,lambda_move
-1,69,2,3.041098581998085,15.0,8.0,13.0,0.0,4.932428066881209,2.630628302336645,4.274770991297047,0.0
-1,69,3,9.663409923974541,78.0,54.0,28.0,0.0,8.071684903533384,5.588089548600036,2.8975279140889074,0.0
-1,70,3,10.154384552013653,92.0,46.0,25.0,0.0,9.060125655941999,4.530062827970999,2.4619906673755434,0.0
-1,71,3,9.605926614967757,89.0,67.0,24.0,0.0,9.265113462487006,6.9748606964789825,2.4984575629178445,0.0
-1,72,2,1.5399160159868188,17.0,26.0,23.0,0.0,11.03956308234508,16.884037655351296,14.935879464349226,0.0
-1,72,3,12.068411072046729,81.0,52.0,29.0,0.0,6.711736906908566,4.308769372336363,2.4029675345722024,0.0
-1,73,3,11.193091481982265,88.0,63.0,19.0,0.0,7.861992385361568,5.628471821338396,1.6974756286576114,0.0
-1,74,3,4.813241904957977,47.0,37.0,17.0,0.0,9.764728415496155,7.6871266249650585,3.531923043902865,0.0
-1,75,2,2.3561444680017303,23.0,21.0,4.0,0.0,9.761710418167409,8.91286603397894,1.6976887683769408,0.0
-1,75,3,3.114612559998932,45.0,37.0,26.0,0.0,14.448024957561795,11.879487187328587,8.347747753257925,0.0
-1,76,2,6.372843183999066,16.0,28.0,3.0,0.0,2.5106533360451735,4.393643338079054,0.47074750050847,0.0
-1,76,3,2.0023964430365595,39.0,31.0,23.0,0.0,19.476662643716026,15.481449793722993,11.486236943729963,0.0
-1,77,3,6.924333188995661,53.0,30.0,22.0,0.0,7.654166625636826,4.332547146586883,3.1772012408303807,0.0
-1,78,3,3.349393691030855,48.0,38.0,15.0,0.0,14.330951935729857,11.34533694911947,4.47842247991558,0.0
-1,79,2,3.614289289005683,11.0,16.0,4.0,0.0,3.043475250711373,4.426873091943815,1.1067182729859537,0.0
-1,79,3,3.647540518984897,43.0,36.0,13.0,0.0,11.788765546589955,9.869664178540427,3.564045397806266,0.0
-1,80,3,3.3067133520162315,55.0,47.0,16.0,0.0,16.63282968463667,14.213509003234972,4.838641362803394,0.0
-1,81,3,3.0605119460160495,48.0,27.0,19.0,0.0,15.683650593974281,8.822053459110533,6.208111693448154,0.0
-1,82,2,1.9172688739708974,17.0,23.0,11.0,0.0,8.866779318641381,11.99623084286775,5.737327794415011,0.0
-1,82,3,6.642719025941915,58.0,57.0,11.0,0.0,8.731364336424843,8.580823572003723,1.6559484086322975,0.0
-1,83,3,5.134121736024099,56.0,41.0,12.0,0.0,10.907415694308567,7.985786490475915,2.3373033630661215,0.0
-1,84,2,2.410710370975721,14.0,34.0,15.0,0.0,5.8074168380225535,14.103726606626202,6.222232326452736,0.0
-1,84,3,3.297989987026085,48.0,24.0,23.0,0.0,14.554319506374034,7.277159753187017,6.973944763470891,0.0
-1,85,3,3.9689222909728414,45.0,30.0,14.0,0.0,11.338090469130812,7.558726979420541,3.527405923729586,0.0
-1,86,3,5.037361980997957,60.0,50.0,27.0,0.0,11.910996316392044,9.925830263660037,5.35994834237642,0.0
-1,87,3,2.562223400978837,39.0,45.0,11.0,0.0,15.221155183073018,17.56287136508425,4.293146333687261,0.0
